iter	Logloss
208	0.20337617
209	0.2030591
210	0.2025656968
211	0.2020940459
212	0.2012329959
213	0.200747222
214	0.2001837398
215	0.1997278835
216	0.1987341977
217	0.1980689402
218	0.1971193807
219	0.1965162299
220	0.195900242
221	0.1953003701
222	0.1945530752
223	0.1938672869
224	0.193756425
225	0.1930000005
226	0.1924071151
227	0.1916376178
228	0.1913461578
229	0.1909286413
230	0.1905661594
231	0.1900774495
232	0.1896629333
233	0.1893596435
234	0.1889447416
235	0.1882018614
236	0.187995482
237	0.1874797692
238	0.1872343213
239	0.1871803369
240	0.1870893628
241	0.1867064144
242	0.1859580479
243	0.1857927944
244	0.1850877398
245	0.1849739846
246	0.1845070914
247	0.183960861
248	0.1835525384
249	0.1830573778
250	0.1826581848
251	0.1820753719
252	0.1811698742
253	0.1807958196
254	0.1800465959
255	0.1797722484
256	0.179189832
257	0.1784297214
258	0.1779029718
259	0.177549255
260	0.1772560698
261	0.1770949096
262	0.1768556016
263	0.1765475755
264	0.1760549117
265	0.1753708593
266	0.1748886323
267	0.1744680726
268	0.1741817667
269	0.1740847813
270	0.1738525991
271	0.1735350041
272	0.1728991819
273	0.1724436256
274	0.1721503869
275	0.1716117002
276	0.1711752602
277	0.1708108495
278	0.1705858359
279	0.1700838068
280	0.1700019944
281	0.169396454
282	0.1688437301
283	0.1677809297
284	0.1676714822
285	0.167469989
286	0.1673003636
287	0.1669093571
288	0.1667366456
289	0.1657355019
290	0.1651911039
291	0.1647719051
292	0.1644839383
293	0.1642904174
294	0.163860021
295	0.1636342252
296	0.1630687714
297	0.1626834012
298	0.162594388
299	0.1622212335
300	0.1619641379
301	0.1618812004
302	0.1617187114
303	0.1615119463
304	0.1611426064
305	0.1604784419
306	0.1600424091
307	0.1591369115
308	0.158364671
309	0.1579294205
310	0.1574027994
311	0.156749361
312	0.1562240365
313	0.1559237041
314	0.1556852534
315	0.1555473349
316	0.1550445128
317	0.1547279679
318	0.154492614
319	0.1543883313
320	0.1539309212
321	0.1537534735
322	0.1535757043
323	0.1530164761
324	0.1525259232
325	0.1518548365
326	0.1514666054
327	0.1509571826
328	0.1507115525
329	0.1503817633
330	0.1500387728
331	0.1496639252
332	0.1492878775
333	0.149002461
334	0.1485538054
335	0.1477837938
336	0.1471841469
337	0.14668949
338	0.1463446028
339	0.1460056412
340	0.1456579144
341	0.1453572605
342	0.145162636
343	0.1449666613
344	0.1447058796
345	0.1444934781
346	0.1443340966
347	0.1440061719
348	0.1437412219
349	0.1435143546
350	0.1430704138
351	0.142820894
352	0.1426953734
353	0.1424125286
354	0.1420608478
355	0.1417328481
356	0.1410920861
357	0.1407994045
358	0.1405798773
359	0.1402585105
360	0.1400668434
361	0.139842237
362	0.1396874953
363	0.139352702
364	0.1390524125
365	0.1387968706
366	0.1385507048
367	0.1378774321
368	0.1377337381
369	0.1376446928
370	0.1376130822
371	0.1375596014
372	0.13733492
373	0.1372516932
374	0.1371123925
375	0.1368760741
376	0.1367885075
377	0.1366631797
378	0.136039616
379	0.135610409
380	0.1352518167
381	0.1349200559
382	0.1347646392
383	0.1344316675
384	0.1340260881
385	0.1339270452
386	0.1336392178
387	0.1334284557
388	0.1333560836
389	0.1331589195
390	0.1328937873
391	0.1325786783
392	0.132361905
393	0.1319820533
394	0.1316941936
395	0.13113788
396	0.1309067051
397	0.1305925176
398	0.1304238137
399	0.1302469982
400	0.1301107728
401	0.1300543239
402	0.1300150196
403	0.1296266063
404	0.1294469941
405	0.1289555089
406	0.1286445789
407	0.1283969343
408	0.1277650876
409	0.1274593653
410	0.127407374
411	0.1271182928
412	0.1269145494
413	0.1263344583
414	0.1258908175
415	0.1256990754
416	0.1255730404
417	0.1254172593
418	0.1251751975
419	0.1248144943
420	0.124757231
421	0.124241336
422	0.1240269522
423	0.1238563088
424	0.1237787611
425	0.1234080282
426	0.1232157932
427	0.1228418993
428	0.1225984981
429	0.122383632
430	0.1220055698
431	0.1217251145
432	0.1214662295
433	0.1210679472
434	0.1208891279
435	0.1205992109
436	0.1204229205
437	0.120280748
438	0.1200235774
439	0.1199528448
440	0.1197921667
441	0.1194779257
442	0.1192786399
443	0.1186885834
444	0.1185490469
445	0.1183178077
446	0.117960887
447	0.1177724345
448	0.1176143925
449	0.1175210503
450	0.1173692875
451	0.1170630937
452	0.1167778487
453	0.1166543425
454	0.1164039655
455	0.1160387618
456	0.1159972609
457	0.1158756192
458	0.1158313215
459	0.1157096691
460	0.1154063686
461	0.1151702109
462	0.1148144797
463	0.1146672817
464	0.1144712105
465	0.1143214729
466	0.1139137397
467	0.1135513113
468	0.1132978804
469	0.1130194503
470	0.112933984
471	0.1127886504
472	0.1125239254
473	0.1119802882
474	0.1116064265
475	0.1113040474
476	0.1111398225
477	0.1108760619
478	0.1106242705
479	0.1104821194
480	0.1103476514
481	0.110071493
482	0.1099356105
483	0.1098844978
484	0.1096745716
485	0.109457466
486	0.1092648238
487	0.109045093
488	0.1087241655
489	0.1083563044
490	0.1078845142
491	0.107741163
492	0.1076829032
493	0.1074946971
494	0.1070598217
495	0.1069228783
496	0.1068139237
497	0.1067745337
498	0.1067113233
499	0.1064157379
